param_feature_selector__feature_set,split0_test_weighted_f1,split1_test_weighted_f1,split2_test_weighted_f1,split3_test_weighted_f1,mean_test_weighted_f1,std_test_weighted_f1,rank_test_weighted_f1,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,mean_test_acc,std_test_acc,rank_test_acc,model
cleaned,0.22857142857142854,0.5804035278482542,0.6350966107063668,0.5390869293308318,0.49578962411422034,0.1579922228201937,491,0.4,0.48314606741573035,0.6190476190476191,0.5925925925925926,0.5236965697639855,0.08772637740891026,491,LogisticRegression_PCA
cleaned,0.3836007130124777,0.6269408522365911,0.6972049689440993,0.4888888888888889,0.5491588557705143,0.12145951809291994,449,0.48,0.5393258426966292,0.6825396825396826,0.5185185185185185,0.5550960109387075,0.07659620004963708,480,LogisticRegression_PCA
cleaned,0.31029411764705883,0.6913267755964385,0.6978021978021978,0.6613672496025438,0.5901975851620598,0.1621858024634395,345,0.44,0.6179775280898876,0.6825396825396826,0.6666666666666666,0.6017959693240592,0.09639441520540346,433,LogisticRegression_PCA
cleaned,0.31029411764705883,0.6913267755964385,0.7127082451617869,0.6372549019607844,0.5878960100915172,0.16261544220297539,351,0.44,0.6179775280898876,0.6984126984126984,0.6296296296296297,0.5965049640330539,0.09544278989457436,438,LogisticRegression_PCA
basic,0.45,0.8510072468585864,0.5952380952380952,0.4552845528455285,0.5878824737355526,0.16269798445780537,352,0.6,0.898876404494382,0.7142857142857143,0.5185185185185185,0.6829201593246538,0.14276252150687044,246,LogisticRegression_PCA
basic,0.48,0.8762974852862493,0.7098901098901098,0.4961240310077519,0.6405779065460278,0.16356962398517902,268,0.52,0.9101123595505618,0.746031746031746,0.5925925925925926,0.6921841745437252,0.14996510255253112,227,LogisticRegression_PCA
basic,0.6070175438596492,0.8615811560850142,0.7489691971865146,0.4761904761904762,0.6734395933304136,0.145276522159281,201,0.68,0.8876404494382022,0.7619047619047619,0.5555555555555556,0.7212751917246298,0.1209284914846796,184,LogisticRegression_PCA
basic,0.6711018711018711,0.8510072468585864,0.733044733044733,0.4961240310077519,0.6878194705032357,0.12816219643177013,179,0.72,0.898876404494382,0.7619047619047619,0.5925925925925926,0.7433434397479342,0.10932264163972155,120,LogisticRegression_PCA
basic,0.5342657342657343,0.8510072468585864,0.7352941176470589,0.4961240310077519,0.6541727824447829,0.14550050295435923,233,0.64,0.898876404494382,0.7777777777777778,0.5925925925925926,0.7273116937161881,0.12016014698315719,173,LogisticRegression_PCA
cleaned,0.45,0.8510072468585864,0.5952380952380952,0.4552845528455285,0.5878824737355526,0.16269798445780537,352,0.6,0.898876404494382,0.7142857142857143,0.5185185185185185,0.6829201593246538,0.14276252150687044,246,LogisticRegression_PCA
cleaned,0.22857142857142854,0.8453718566078117,0.6484865629420086,0.4961240310077519,0.5546384697822502,0.22532033958004016,438,0.4,0.8876404494382022,0.6984126984126984,0.5925925925925926,0.6446614351108733,0.17642164117656314,356,LogisticRegression_PCA
cleaned,0.8019323671497584,0.833897387302017,0.6308762560607124,0.4961240310077519,0.69070751038006,0.13630555661309723,175,0.8,0.8651685393258427,0.7301587301587301,0.5925925925925926,0.7469799655192914,0.10111636602576402,111,LogisticRegression_PCA
cleaned,0.9595925297113752,0.8510072468585864,0.7483567508894651,0.5333333333333333,0.77307246519819,0.15728102439547664,65,0.96,0.898876404494382,0.7936507936507936,0.6666666666666666,0.8297984662029605,0.11140336531337743,1,LogisticRegression_PCA
cleaned,0.9180555555555556,0.8453718566078117,0.693877551020408,0.4961240310077519,0.7383572485478818,0.16155415736806655,105,0.92,0.8876404494382022,0.7619047619047619,0.5925925925925926,0.7905344509838892,0.1286385845285345,54,LogisticRegression_PCA
basic,0.45,0.8510072468585864,0.5952380952380952,0.41025641025641024,0.5766254380882729,0.17273133979030256,376,0.6,0.898876404494382,0.7142857142857143,0.4444444444444444,0.6644016408061353,0.16582790413814036,315,LogisticRegression_PCA
basic,0.22857142857142854,0.8979711669612767,0.6317111459968603,0.4961240310077519,0.5635944431343293,0.24147482034647463,415,0.4,0.9213483146067416,0.6349206349206349,0.5925925925925926,0.6372153855299922,0.18641292876821147,370,LogisticRegression_PCA
basic,0.7171477079796265,0.8545087870930569,0.6957613814756672,0.4761904761904762,0.6859020881847067,0.13553659426752207,182,0.72,0.8764044943820225,0.6984126984126984,0.5555555555555556,0.712593187087569,0.11374413089395007,198,LogisticRegression_PCA
basic,0.8294117647058823,0.833897387302017,0.7222454964390448,0.4961240310077519,0.720419669863674,0.13699300743612694,120,0.84,0.8651685393258427,0.7301587301587301,0.5925925925925926,0.7569799655192914,0.10763326701290106,94,LogisticRegression_PCA
basic,0.7285714285714286,0.833897387302017,0.7489691971865146,0.4761904761904762,0.6969071223126091,0.13341219819444874,161,0.76,0.8651685393258427,0.7619047619047619,0.5555555555555556,0.7356572141965401,0.11235134151774752,149,LogisticRegression_PCA
cleaned,0.45,0.8510072468585864,0.5952380952380952,0.41025641025641024,0.5766254380882729,0.17273133979030256,376,0.6,0.898876404494382,0.7142857142857143,0.4444444444444444,0.6644016408061353,0.16582790413814036,315,LogisticRegression_PCA
cleaned,0.22857142857142854,0.833897387302017,0.7025075987841944,0.4961240310077519,0.565275111416348,0.22866018709767277,409,0.4,0.8651685393258427,0.7142857142857143,0.5925925925925926,0.6430117115510374,0.17031619058408512,358,LogisticRegression_PCA
